textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
85eff5452d,People are just pisssing me offf. Ugh,pisssing me offf. Ugh,negative,noon,21-30,Azerbaijan,10139177,82658.0,123
983c9dc76b,Writing Mother`s Day cards for my mom and gran...  hurray!,hurray!,positive,noon,21-30,Chad,16425864,1259200.0,13
6e8a9b822b,just got back from seeing Star Strek,just got back from seeing Star Strek,neutral,morning,46-60,Mozambique,31255435,786380.0,40
0bcb6eba9a,I was so hype about it being Friday & it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.,I was so hype about it being Friday & it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.,neutral,morning,46-60,Turkmenistan,6031200,469930.0,13
cf93a13cb6,Laying in bed texting. Good night ya`ll,Good,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16
48dfd91acb, yearling in pet home died... very sad for their whole family,yearling in pet home died... very sad for their whole family,negative,night,70-100,Senegal,16743927,192530.0,87
4434882cdb,today has not started out very well,today has not started out very well,negative,morning,46-60,Rwanda,12952218,24670.0,525
dd2ca87e9b, That`s just how babies are  Their little rhythms are still in sinc with when they were inutero.,That`s just how babies are  Their little rhythms are still in sinc with when they were inutero.,neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
0ca5e24eb3,"   Does she like it, or does she roll her eyes?  Now I`m curious as hell!  Good singing is a real treat as far am I`m concerned!",s?  Now I`m curious as hel,positive,noon,21-30,Grenada,112523,340.0,331
fbe782efb7, we should all be down to earth. don`t none of us walk on water  I`m just some **** nerd trying to find my way thru life lol,we should all be down to earth. don`t none of us walk on water  I`m just some **** nerd trying to find my way thru life lol,neutral,night,31-45,Antigua and Barbuda,97929,440.0,223
c0db18a83f," trying to do the same thing, running an online business as well as running a regular business in the 'real' world","trying to do the same thing, running an online business as well as running a regular business in the 'real' world",neutral,night,31-45,San Marino,33931,60.0,566
2f4f43853a," What you said about aj made no sense,hahaha. What were you talking about? And I loved that picture of you and colin!",loved,positive,morning,0-20,Nigeria,206139589,910770.0,226
4d8fcbaf12," - well, look who`s tweeting.","- well, look who`s tweeting.",neutral,noon,21-30,Palestine State,5101414,6020.0,847
471cc33194, i miss you!!  stupid work!,miss,negative,noon,60-70,Estonia,1326535,42390.0,31
36cf9fdd08,Always thinking about to look for a good place to appericiate everyone who supports me on every site I joined,good,positive,morning,0-20,Burundi,11890784,25680.0,463
90ce89502a,is so  just made a card 4 my mom!!   can`t wait to see the smile on her face when she see`s it!!,can`t wait to see the smile on her fac,positive,noon,21-30,Bangladesh,164689383,130170.0,1265
e3bda219ff, We said anyone could 'write one'...those special 10 selected are - of course - chosen because they are OUTSTANDING!,OUTSTANDING!,positive,morning,0-20,Central African Republic,4829767,622980.0,8
cc26205f91, We`ve never heard anyone say they like doing ANYTHING on Monday mornings! You must have had an early cup of coffee or two,We`ve never heard anyone say they like doing ANYTHING on Monday mornings! You must have had an early cup of coffee or two,neutral,noon,21-30,Libya,6871292,1759540.0,4
73fe144824,super excited,super excited,positive,night,31-45,Marshall Islands,59190,180.0,329
ee662ba50a," why not?  its the most retarded thing someone could do at their 16th, and you know me- I like to be retarded. 8(","why not?  its the most retarded thing someone could do at their 16th, and you know me- I like to be retarded. 8(",neutral,night,31-45,Marshall Islands,59190,180.0,329
db7c1a0bd2,Revision continues. Getting so bored and tired. I can`t wait to get out and do interesting things. Only a week and half left though,bored,negative,morning,46-60,Mauritania,4649658,1030700.0,5
11d6d374f8,just got back from rachael`s house,just got back from rachael`s house,neutral,noon,60-70,Botswana,2351627,566730.0,4
2fed83307e, at least after this you`ll be done!!,at least after this you`ll be done!!,positive,morning,0-20,Burundi,11890784,25680.0,463
db66ea6a28,Stupid MSN It wont let me onnnn,Stupid,negative,morning,46-60,Kuwait,4270571,17820.0,240
6ec663a38e,should be coming out of hospital today,should be coming out of hospital today,neutral,night,31-45,Niger,24206644,1266700.0,19
531c7ad5ed,Having one of my bad days....Migraine today. My 1st since my neck surgery about 2 1/2 months,Having one of my bad days..,negative,noon,21-30,Montenegro,628066,13450.0,47
28fc81d56a,wants cookie,wants cookie,positive,morning,0-20,Rwanda,12952218,24670.0,525
8195593a93, FOR REAL!  Isn`**** exciting!!!!,Isn`**** exciting,positive,night,70-100,Lesotho,2142249,30360.0,71
3459100496, yes but 75% are on the wrong wireless plan,wrong,negative,night,31-45,Jordan,10203134,88780.0,115
9602e15060, I want to go back to school too *sigh* - but I am too poor,I am too poor,negative,night,70-100,Ecuador,17643054,248360.0,71
446dbf6d2b,_chapman #whuffaoke is the same night as  at Gillette Stadium!,_chapman #whuffaoke is the same night as  at Gillette Stadium!,neutral,night,31-45,Jordan,10203134,88780.0,115
109c3ddb5f, When oh when are you coming back for a gig in Scotland? I had tickets to see u last year but was in hosp wit gallstones!,but was in hosp,negative,noon,21-30,Uruguay,3473730,175020.0,20
8483438c0d,"_Jamie How are ya, honey? What happend to  account  ?","How are ya, honey? What happend to  account",neutral,morning,46-60,Philippines,109581078,298170.0,368
e94a6af02b,like the sound of a tweet,like the sound of a tweet,neutral,night,70-100,Niger,24206644,1266700.0,19
edd0fa3494,okay okay sleep for realz now! Goodnight!  ::waves to followers::,Goodnight!,positive,morning,46-60,Lithuania,2722289,62700.0,43
f63c9988a4,Good morning Sunshine   Tiime for $chooooL ! lol . BBL`,Good,positive,night,70-100,Bolivia,11673021,1083300.0,11
64810cb721, not just me then,not just me then,neutral,morning,46-60,Burundi,11890784,25680.0,463
862675e1bc,_lottie Not one of my favourite pastimes  This weekend is a long weekend here so Monday I`m off to an Ice Show w/ the G/daughter ;),favourite,positive,noon,21-30,Bhutan,771608,38100.0,20
72a2dce32f,My dog Roscoe died yestarday and I`m so sad,sad,negative,night,31-45,Burkina Faso,20903273,273600.0,76
96ea584a29,Off to work,Off to work,neutral,noon,21-30,Nicaragua,6624554,120340.0,55
573239903e,"tried oprahs free unfried kfc and loved it  i went back for another try and topped it with boba and wolverine.Chilled with pope,dave,ben",loved,positive,morning,46-60,Haiti,11402528,27560.0,414
f32cda6b13,@ Nickchien _ i am happy to break my twitter virginity with you two.,happy,positive,morning,46-60,Norway,5421241,365000.0,15
5e0be1fa8e,Wishes you hadn`t teased me with movie night,Wishes,positive,night,70-100,Peru,32971854,1280000.0,26
e36af7ad9a,"Awake, man, i need to go to sleep, i gots to wake up early for church tomorow.","Awake, man, i need to go to sleep, i gots to wake up early for church tomorow.",neutral,morning,0-20,Papua New Guinea,8947024,452860.0,20
81b805d5ec, i totally felt bad for the guy. haha im good  i miss you guys!,felt bad for the guy. haha im good  i miss you guys,neutral,noon,60-70,Côte d'Ivoire,26378274,318000.0,83
85ed4ae17e,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,Refreshed,positive,night,31-45,Australia,25499884,7682300.0,3
48ba01d8cb,"  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",f pain,negative,noon,60-70,Cameroon,26545863,472710.0,56
8eb3f2208d,my head feels sooooooooooo much better,my head feels sooooooooooo much better,positive,noon,60-70,Oman,5106626,309500.0,16
a51c8a2f9c, awlll mann  we should meet up this summa or something!,awlll mann  we should meet up this summa or something!,neutral,morning,46-60,Austria,9006398,82400.0,109
a61820a07f,"Right, **** the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off",**** the whole Twitter silence ex,negative,night,31-45,Suriname,586632,156000.0,4
4e0b406c67, all good! Take a rest,good!,positive,morning,0-20,Bahrain,1701575,760.0,2239
a164b4aeb4, http://twitpic.com/4jk42 hey Gi! look at this pic of you and frankie that i took at the southend gig!,hey Gi! look at this pic of you and frankie that i took at the southend gig!,neutral,morning,0-20,Georgia,3989167,69490.0,57
4bf07d44a1,'I want you in my mouth and my **** b!tch' mm jeffree rawks,'I want you in my mouth and my **** b!tch' mm jeffree rawks,neutral,noon,21-30,Bulgaria,6948445,108560.0,64
44f3136cec,Can`t believe how gorgeous the weather has been today & I`ve had to spend it at work!,Can`t believe how gorgeous the weather has been today,positive,night,31-45,Portugal,10196709,91590.0,111
78de864435,okie gonna tweet more because i am loosing you guys or girls,loosing,negative,night,70-100,North Macedonia,2083374,25220.0,83
f2b2f8d3a5,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,neutral,morning,46-60,Latvia,1886198,62200.0,30
a618df4c69," Hahah, thanks for the Tradewinds Odyssey bump.",thanks,positive,night,31-45,Burkina Faso,20903273,273600.0,76
56c99b320d,Ugh 3 more hours,Ugh 3 more hours,neutral,morning,0-20,Cuba,11326616,106440.0,106
36a0d3f39e,just came back from a nice bike ride with her family and is now refreshed thanks to a shower,just came back from a nice bike ride with her family and is now refreshed thanks to a shower,positive,morning,0-20,Nauru,10824,20.0,541
25d7592360," always write holy words in capital dude, ALLAH HAFIZ !","always write holy words in capital dude, ALLAH HAFIZ !",neutral,morning,46-60,Central African Republic,4829767,622980.0,8
659b7abc34,"_d  I`m really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta","I`m really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Mart",positive,night,31-45,Iraq,40222493,434320.0,93
028d2cba2d,"I`m always a little sad to see followers I really like, decide to unfollow me.",little sad to,negative,night,70-100,Barbados,287375,430.0,668
7d97e2b8c6,has a tummy ache.,tummy ache.,negative,night,70-100,Marshall Islands,59190,180.0,329
7a50920dd7,just made a cake for mi madre  i`m goooooddd!,i`m goooooddd!,positive,morning,46-60,Greece,10423054,128900.0,81
ea00ceb956,"Ok, I`m going outside...wish i was playing basketball  oh well...",.wish,positive,night,31-45,Antigua and Barbuda,97929,440.0,223
b37315069b,House hunting for next year= No FUN!,No FUN!,negative,night,70-100,Algeria,43851044,2381740.0,18
036d897c13," We travelled the world & I grew up on a diet of everything you can think of! Still, my Genoese grandma made her own pasta....","We travelled the world & I grew up on a diet of everything you can think of! Still, my Genoese grandma made her own pasta....",neutral,night,70-100,Marshall Islands,59190,180.0,329
24220bd19c, hahah im way too lazy to check my phone  ooo michells! are you wtaching the recruits?,lazy,negative,morning,46-60,Mozambique,31255435,786380.0,40
d70a4f91db, i love you but i can`t call you cause i live in argentina  really really love you mitchel!,love,positive,morning,46-60,Argentina,45195774,2736690.0,17
cd3ffb6970,_Read perhaps it is all those background apps!,_Read perhaps it is all those background apps!,neutral,noon,60-70,Palestine State,5101414,6020.0,847
06b613e3c6, so sad u cancelled silverstone show  better see u in sandown park!,sad,negative,noon,21-30,Belgium,11589623,30280.0,383
293f49f121," wow. have a safe trip back home  and we`re all begging you, please come back to bloomington as soon as you can!",wow. have a safe trip back home,positive,night,70-100,Slovenia,2078938,20140.0,103
60da5f7f30," ROFLMFAO!!!! You love us better, don`t you!",love,positive,morning,0-20,Mongolia,3278290,1553560.0,2
e043f48c0b,Listen to Back Around by  ...love this song. Meet  tomorrow ^.^ But we canÃ¯Â¿Â½t go swimming  Sorry,Listen to Back Around by  ...love this song. Meet  tomorrow ^.^ But we canÃ¯Â¿Â½t go swimming  Sorr,neutral,night,70-100,Equatorial Guinea,1402985,28050.0,50
2f2f603821,"Have beautiful dreams all, I`m off to snuggle down with my beautiful babies as they are done with the outdoors.",beautiful,positive,noon,21-30,El Salvador,6486205,20720.0,313
9861e16cc3,Thank god camera fixed itself. I want a new ipod,Thank god ca,positive,noon,21-30,Slovakia,5459642,48088.0,114
242d92151a,Walking to class. I hate not having a bike....especially mine.,I hate not having a bike..,negative,noon,21-30,Côte d'Ivoire,26378274,318000.0,83
de2ae9b43e," Hi Lisa, you have the most BEAUTIFUL pups! HAPPY MOTHERS DAY!2 Raven, Rio& Thors WONDERFUR mama!!  *kittykisses*","Hi Lisa, you have the most BEAUTIFUL pups! HAPPY MOTHERS DAY!2 Raven, Rio& Thors WONDERFUR mama!!  *kittykisses*",positive,morning,46-60,Egypt,102334404,995450.0,103
d814646d66," A towel, a 'Sub-Etha Sens-O-Matic' and the Guide ??","A towel, a 'Sub-Etha Sens-O-Matic' and the Guide ??",neutral,night,31-45,Iraq,40222493,434320.0,93
b5167d5a96,Feels like im going to cough up a lung,Feels like im going to cough up a lung,negative,noon,21-30,Bhutan,771608,38100.0,20
242766da2a,_lopez I love you  kiss me!,I love you  kiss me!,positive,morning,0-20,Timor-Leste,1318445,14870.0,89
43bb787b06,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.","Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",neutral,night,31-45,Honduras,9904607,111890.0,89
aa8b3df96e, oh yeah them too. LOL,oh yeah them too. LOL,neutral,noon,60-70,Belgium,11589623,30280.0,383
f9a1545e42, i think 30 bucks and i dunno,i think 30 bucks and i dunno,neutral,night,70-100,Australia,25499884,7682300.0,3
